field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
opioiduselfudrug1quantb,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4. Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take per day on average?",,,integer,,,,"[opioiduselfu_meddosehydroc1] = '4' or [opioiduselfu_meddoseoxy1] = '24' or [opioiduselfu_meddosecodeine1] = '4' or [opioiduselfu_meddosehydrom1] = '7' or [opioiduselfu_meddosemorph1] = '12' or [opioiduselfu_meddosemetha1] = '3'",,,,,,
opioiduselfudrug1quantc,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4. Over the past week, how many patches did you apply?",,,integer,,,,"[opioiduselfu_meddosefenta1] = '1' or [opioiduselfu_meddosefenta1] = '2' or [opioiduselfu_meddosefenta1] = '3' or [opioiduselfu_meddosefenta1] = '4' or [opioiduselfu_meddosefenta1] = '5'",,,,,,
opioiduselfuotherdrug1nm,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.1.a The name of other opioid medication",,,,,,,"[opioiduselfudrug1nm] = '10'",,,,,,
opioiduselfudose_oth1,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.1.b The dose of other opioid medication",,,,,,,"[opioiduselfudrug1nm] = '10'",,,,,,
opioiduselfud1other,opioid_use_longterm_followup_v10_opioid_use_iii,,radio,"5. Are you currently taking other opioid pain medications?","1, Yes | 0, No",,,,,,"[opioiduselfudrug1nm] <> """"",,RH,,,,
opioiduselfu_dt_2,opioid_use_longterm_followup_v10_opioid_use_iii,,descriptive,"Medication #2",,,,,,,"[opioiduselfud1other] = '1'",,,,,,
opioiduselfudrug2nm,opioid_use_longterm_followup_v10_opioid_use_iii,,radio,"2.2 What is the name of the opioid medication?","1, Hydrocodone (Vicodin, Norco) | 2, Oxycodone (Percocet, Oxycontin) | 3, Codeine (Tylenol 3, Tylenol 4) | 4, Tramadol (Ultram, Ultracet) | 5, Hydromorphone (Dilaudid) | 6, Morphine (MS Contin, MS IR) | 7, Tapentadol (Nucynta) | 8, Methadone | 9, Fentanyl (Duragesic) | 10, Other",,,,,,"[opioiduselfud1other] = '1'",,,,,,
opioiduselfu_meddosehydroc2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Hydrocodone (Vicodin, Norco)?
","1, Tablets with acetaminophen - 5mg / 325mg | 2, Tablets with acetaminophen - 7.5mg / 325mg | 3, Tablets with acetaminophen - 10mg / 325mg | 4, Liquid - 7.5mg/500mg per 15ml",,,,,,"[opioiduselfudrug2nm] = '1'",,,,,,
opioiduselfu_meddoseoxy2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Oxycodone (Percocet, Oxycontin)?
","1, Tablets with acetaminophen | 2, - 2.5mg / 325mg | 3, - 5mg / 325mg | 4, - 7.5mg / 325mg | 5, - 10mg / 325mg | 6, ------------------------ | 7, Tablets immediate release | 8, - 5mg | 9, - 7.5mg | 10, - 10mg | 11, - 15mg | 12, - 20mg | 13, - 30mg | 14, ------------------------ | 15, Tablets extended release | 16, - 10mg | 17, - 15mg | 18, - 20mg | 19, - 30mg | 20, - 40mg | 21, - 60mg | 22, - 80mg | 23, ------------------------- | 24, Liquid - 5mg / 5ml",,,,,,"[opioiduselfudrug2nm] = '2'",,,,,,
opioiduselfu_meddosecodeine2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Codeine (Tylenol 3, Tylenol 4)?
","1, Tablets with acetaminophen - 15mg / 300mg | 2, Tablets with acetaminophen - 30mg / 300mg | 3, Tablets with acetaminophen - 60mg / 300mg | 4, Liquid - 12mg / 120mg per 5ml | 5, Tylenol 3 | 6, Tylenol 4",,,,,,"[opioiduselfudrug2nm] = '3'",,,,,,
opioiduselfu_meddosetram2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Tramadol (Ultram, Ultracet)?
","1, 50mg | 2, 100mg | 3, 150mg | 4, 200mg | 5, 300mg",,,,,,"[opioiduselfudrug2nm] = '4'",,,,,,
opioiduselfu_meddosehydrom2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Hydromorphone (Dilaudid)?
","1, Tablets immediate release - 2mg | 2, Tablets immediate release - 4mg | 3, Tablets immediate release - 8mg | 4, Tablets immediate release - 12mg | 5, Tablets immediate release - 16mg | 6, Tablets immediate release - 32mg | 7, Liquid - 5mg / 5ml",,,,,,"[opioiduselfudrug2nm] = '5'",,,,,,
opioiduselfu_meddosemorph2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Morphine (MS Contin, MS IR)?
","1, Tablets immediate release | 2, - 15mg | 3, - 30mg | 4, ------------------------------------- | 5, Tablets extended release | 6, - 15mg | 7, - 30mg | 8, - 60mg | 9, - 100mg | 10, - 200mg | 11, ------------------------------- | 12, Liquid - 10mg / 5ml",,,,,,"[opioiduselfudrug2nm] = '6'",,,,,,
opioiduselfu_meddosetapen2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Tapentadol (Nucynta)?
","1, Tablets immediate release | 2, - 50mg | 3, - 75mg | 4, - 100mg | 5, -------------------------------------- | 6, Tablets extended release | 7, - 50mg | 8, - 100mg | 9, - 150mg | 10, - 200mg | 11, - 250mg",,,,,,"[opioiduselfudrug2nm] = '7'",,,,,,
opioiduselfu_meddosemetha2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Methadone?
","1, Tablets - 5mg | 2, Tablets - 10mg | 3, Liquid - 10mg/ml",,,,,,"[opioiduselfudrug2nm] = '8'",,,,,,
opioiduselfu_meddosefenta2,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.2 What is the dose of your Fentanyl (Duragesic)?
","1, Patch - 12mcg | 2, Patch - 25mcg | 3, Patch - 50mcg | 4, Patch - 75mcg | 5, Patch - 100mcg",,,,,,"[opioiduselfudrug2nm] = '9'",,,,,,
opioiduselfudrug2quanta,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.2 Over the past week, how many pills did you take per day on average?",,,integer,,,,"[opioiduselfu_meddosehydroc2] = '1' or [opioiduselfu_meddosehydroc2] = '2' or [opioiduselfu_meddosehydroc2] = '3' or [opioiduselfu_meddoseoxy2] = '2' or [opioiduselfu_meddoseoxy2] = '3' or [opioiduselfu_meddoseoxy2] = '4' or [opioiduselfu_meddoseoxy2] = '5' or [opioiduselfu_meddoseoxy2] = '8' or [opioiduselfu_meddoseoxy2] = '9' or [opioiduselfu_meddoseoxy2] = '10' or [opioiduselfu_meddoseoxy2] = '11' or [opioiduselfu_meddoseoxy2] = '12' or [opioiduselfu_meddoseoxy2] = '13' or [opioiduselfu_meddoseoxy2] = '16' or [opioiduselfu_meddoseoxy2] = '17' or [opioiduselfu_meddoseoxy2] = '18' or [opioiduselfu_meddoseoxy2] = '19' or [opioiduselfu_meddoseoxy2] = '20' or [opioiduselfu_meddoseoxy2] = '21' or [opioiduselfu_meddoseoxy2] = '22' or [opioiduselfu_meddosecodeine2] = '1' or [opioiduselfu_meddosecodeine2] = '2' or [opioiduselfu_meddosecodeine2] = '3' or [opioiduselfu_meddosecodeine2] = '5' or [opioiduselfu_meddosecodeine2] = '6' or [opioiduselfu_meddosetram2] <> """" or [opioiduselfu_meddosehydrom2] = '1' or [opioiduselfu_meddosehydrom2] = '2' or [opioiduselfu_meddosehydrom2] = '3' or [opioiduselfu_meddosehydrom2] = '4' or [opioiduselfu_meddosehydrom2] = '5' or [opioiduselfu_meddosehydrom2] = '6' or [opioiduselfu_meddosemorph2] = '2' or [opioiduselfu_meddosemorph2] = '3' or [opioiduselfu_meddosemorph2] = '6' or [opioiduselfu_meddosemorph2] = '7' or [opioiduselfu_meddosemorph2] = '8' or [opioiduselfu_meddosemorph2] = '9' or [opioiduselfu_meddosemorph2] = '10' or [opioiduselfu_meddosetapen2] = '2' or [opioiduselfu_meddosetapen2] = '3' or [opioiduselfu_meddosetapen2] = '4' or [opioiduselfu_meddosetapen2] = '7' or [opioiduselfu_meddosetapen2] = '8' or [opioiduselfu_meddosetapen2] = '9' or [opioiduselfu_meddosetapen2] = '10' or [opioiduselfu_meddosetapen2] = '11' or [opioiduselfu_meddosemetha2] = '1' or [opioiduselfu_meddosemetha2] = '2'",,,,,,
opioiduselfudrug2quantb,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.2 Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take per day on average?",,,integer,,,,"[opioiduselfu_meddosehydroc2] = '4' or [opioiduselfu_meddoseoxy2] = '24' or [opioiduselfu_meddosecodeine2] = '4' or [opioiduselfu_meddosehydrom2] = '7' or [opioiduselfu_meddosemorph2] = '12' or [opioiduselfu_meddosemetha2] = '3'",,,,,,
opioiduselfudrug2quantc,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.2 Over the past week, how many patches did you apply?",,,integer,,,,"[opioiduselfu_meddosefenta2] = '1' or [opioiduselfu_meddosefenta2] = '2' or [opioiduselfu_meddosefenta2] = '3' or [opioiduselfu_meddosefenta2] = '4' or [opioiduselfu_meddosefenta2] = '5'",,,,,,
opioiduselfuotherdrug2nm,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.2.a The name of other opioid medication",,,,,,,"[opioiduselfudrug2nm] = '10'",,,,,,
opioiduselfudose_oth2,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.2.b The dose of other opioid medication",,,,,,,"[opioiduselfudrug2nm] = '10'",,,,,,
opioiduselfud2other,opioid_use_longterm_followup_v10_opioid_use_iii,,radio,"5.2 Are you currently taking other opioid pain medications?","1, Yes | 0, No",,,,,,"[opioiduselfudrug2nm] <> """"",,RH,,,,
opioiduselfu_dt_3,opioid_use_longterm_followup_v10_opioid_use_iii,,descriptive,"Medication #3",,,,,,,"[opioiduselfud2other] = '1'",,,,,,
opioiduselfudrug3nm,opioid_use_longterm_followup_v10_opioid_use_iii,,radio,"2.3 What is the name of the opioid medication?","1, Hydrocodone (Vicodin, Norco) | 2, Oxycodone (Percocet, Oxycontin) | 3, Codeine (Tylenol 3, Tylenol 4) | 4, Tramadol (Ultram, Ultracet) | 5, Hydromorphone (Dilaudid) | 6, Morphine (MS Contin, MS IR) | 7, Tapentadol (Nucynta) | 8, Methadone | 9, Fentanyl (Duragesic) | 10, Other",,,,,,"[opioiduselfud2other] = '1'",,,,,,
opioiduselfu_meddosehydroc3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Hydrocodone (Vicodin, Norco)?
","1, Tablets with acetaminophen - 5mg / 325mg | 2, Tablets with acetaminophen - 7.5mg / 325mg | 3, Tablets with acetaminophen - 10mg / 325mg | 4, Liquid - 7.5mg/500mg per 15ml",,,,,,"[opioiduselfudrug3nm] = '1'",,,,,,
opioiduselfu_meddoseoxy3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Oxycodone (Percocet, Oxycontin)?
","1, Tablets with acetaminophen | 2, - 2.5mg / 325mg | 3, - 5mg / 325mg | 4, - 7.5mg / 325mg | 5, - 10mg / 325mg | 6, ------------------------ | 7, Tablets immediate release | 8, - 5mg | 9, - 7.5mg | 10, - 10mg | 11, - 15mg | 12, - 20mg | 13, - 30mg | 14, ------------------------ | 15, Tablets extended release | 16, - 10mg | 17, - 15mg | 18, - 20mg | 19, - 30mg | 20, - 40mg | 21, - 60mg | 22, - 80mg | 23, ------------------------- | 24, Liquid - 5mg / 5ml",,,,,,"[opioiduselfudrug3nm] = '2'",,,,,,
opioiduselfu_meddosecodeine3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Codeine (Tylenol 3, Tylenol 4)?
","1, Tablets with acetaminophen - 15mg / 300mg | 2, Tablets with acetaminophen - 30mg / 300mg | 3, Tablets with acetaminophen - 60mg / 300mg | 4, Liquid - 12mg / 120mg per 5ml | 5, Tylenol 3 | 6, Tylenol 4",,,,,,"[opioiduselfudrug3nm] = '3'",,,,,,
opioiduselfu_meddosetram3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Tramadol (Ultram, Ultracet)?
","1, 50mg | 2, 100mg | 3, 150mg | 4, 200mg | 5, 300mg",,,,,,"[opioiduselfudrug3nm] = '4'",,,,,,
opioiduselfu_meddosehydrom3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Hydromorphone (Dilaudid)?
","1, Tablets immediate release - 2mg | 2, Tablets immediate release - 4mg | 3, Tablets immediate release - 8mg | 4, Tablets immediate release - 12mg | 5, Tablets immediate release - 16mg | 6, Tablets immediate release - 32mg | 7, Liquid - 5mg / 5ml",,,,,,"[opioiduselfudrug3nm] = '5'",,,,,,
opioiduselfu_meddosemorph3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Morphine (MS Contin, MS IR)?
","1, Tablets immediate release | 2, - 15mg | 3, - 30mg | 4, ------------------------------------- | 5, Tablets extended release | 6, - 15mg | 7, - 30mg | 8, - 60mg | 9, - 100mg | 10, - 200mg | 11, ------------------------------- | 12, Liquid - 10mg / 5ml",,,,,,"[opioiduselfudrug3nm] = '6'",,,,,,
opioiduselfu_meddosetapen3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Tapentadol (Nucynta)?
","1, Tablets immediate release | 2, - 50mg | 3, - 75mg | 4, - 100mg | 5, -------------------------------------- | 6, Tablets extended release | 7, - 50mg | 8, - 100mg | 9, - 150mg | 10, - 200mg | 11, - 250mg",,,,,,"[opioiduselfudrug3nm] = '7'",,,,,,
opioiduselfu_meddosemetha3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Methadone?
","1, Tablets - 5mg | 2, Tablets - 10mg | 3, Liquid - 10mg/ml",,,,,,"[opioiduselfudrug3nm] = '8'",,,,,,
opioiduselfu_meddosefenta3,opioid_use_longterm_followup_v10_opioid_use_iii,,dropdown,"3.3 What is the dose of your Fentanyl (Duragesic)?
","1, Patch - 12mcg | 2, Patch - 25mcg | 3, Patch - 50mcg | 4, Patch - 75mcg | 5, Patch - 100mcg",,,,,,"[opioiduselfudrug3nm] = '9'",,,,,,
opioiduselfudrug3quanta,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.3 Over the past week, how many pills did you take per day on average?",,,integer,,,,"[opioiduselfu_meddosehydroc3] = '1' or [opioiduselfu_meddosehydroc3] = '2' or [opioiduselfu_meddosehydroc3] = '3' or [opioiduselfu_meddoseoxy3] = '2' or [opioiduselfu_meddoseoxy3] = '3' or [opioiduselfu_meddoseoxy3] = '4' or [opioiduselfu_meddoseoxy3] = '5' or [opioiduselfu_meddoseoxy3] = '8' or [opioiduselfu_meddoseoxy3] = '9' or [opioiduselfu_meddoseoxy3] = '10' or [opioiduselfu_meddoseoxy3] = '11' or [opioiduselfu_meddoseoxy3] = '12' or [opioiduselfu_meddoseoxy3] = '13' or [opioiduselfu_meddoseoxy3] = '16' or [opioiduselfu_meddoseoxy3] = '17' or [opioiduselfu_meddoseoxy3] = '18' or [opioiduselfu_meddoseoxy3] = '19' or [opioiduselfu_meddoseoxy3] = '20' or [opioiduselfu_meddoseoxy3] = '21' or [opioiduselfu_meddoseoxy3] = '22' or [opioiduselfu_meddosecodeine3] = '1' or [opioiduselfu_meddosecodeine3] = '2' or [opioiduselfu_meddosecodeine3] = '3' or [opioiduselfu_meddosecodeine3] = '5' or [opioiduselfu_meddosecodeine3] = '6' or [opioiduselfu_meddosetram3] <> """" or [opioiduselfu_meddosehydrom3] = '1' or [opioiduselfu_meddosehydrom3] = '2' or [opioiduselfu_meddosehydrom3] = '3' or [opioiduselfu_meddosehydrom3] = '4' or [opioiduselfu_meddosehydrom3] = '5' or [opioiduselfu_meddosehydrom3] = '6' or [opioiduselfu_meddosemorph3] = '2' or [opioiduselfu_meddosemorph3] = '3' or [opioiduselfu_meddosemorph3] = '6' or [opioiduselfu_meddosemorph3] = '7' or [opioiduselfu_meddosemorph3] = '8' or [opioiduselfu_meddosemorph3] = '9' or [opioiduselfu_meddosemorph3] = '10' or [opioiduselfu_meddosetapen3] = '2' or [opioiduselfu_meddosetapen3] = '3' or [opioiduselfu_meddosetapen3] = '4' or [opioiduselfu_meddosetapen3] = '7' or [opioiduselfu_meddosetapen3] = '8' or [opioiduselfu_meddosetapen3] = '9' or [opioiduselfu_meddosetapen3] = '10' or [opioiduselfu_meddosetapen3] = '11' or [opioiduselfu_meddosemetha3] = '1' or [opioiduselfu_meddosemetha3] = '2'",,,,,,
opioiduselfudrug3quantb,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.3 Over the past week, how many teaspoons (1 teaspoon = 5 mL) did you take per day on average?",,,integer,,,,"[opioiduselfu_meddosehydroc3] = '4' or [opioiduselfu_meddoseoxy3] = '24' or [opioiduselfu_meddosecodeine3] = '4' or [opioiduselfu_meddosehydrom3] = '7' or [opioiduselfu_meddosemorph3] = '12' or [opioiduselfu_meddosemetha3] = '3'",,,,,,
opioiduselfudrug3quantc,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"4.3 Over the past week, how many patches did you apply?",,,integer,,,,"[opioiduselfu_meddosefenta3] = '1' or [opioiduselfu_meddosefenta3] = '2' or [opioiduselfu_meddosefenta3] = '3' or [opioiduselfu_meddosefenta3] = '4' or [opioiduselfu_meddosefenta3] = '5'",,,,,,
opioiduselfuotherdrug3nm,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.3.a The name of other opioid medication",,,,,,,"[opioiduselfudrug3nm] = '10'",,,,,,
opioiduselfudose_oth3,opioid_use_longterm_followup_v10_opioid_use_iii,,text,"2.3.b The dose of other opioid medication",,,,,,,"[opioiduselfudrug3nm] = '10'",,,,,,
oseltakeop7dyn,opioid_side_effects_and_likeability_v03_side_effec,,yesno,"1. Did you take an opioid pain medication(s)in the past 7 days? 
Examples of opioid medications include hydrocodone (Norco, Vicodin), oxycodone (Percocet), tapentadol (Nucynta), morphine, tramadol, codeine.",,,,,,,,,LH,,,,
osel_dt_1,opioid_side_effects_and_likeability_v03_side_effec,,descriptive,"THESE QUESTIONS DEAL WITH THE OPIOID(S) YOU TOOK IN THE PAST 7 DAYS.  

MANY OF THESE QUESTIONS ASK HOW YOU FELT/ARE FEELING---THERE ARE NO RIGHT OR WRONG ANSWERS. PLEASE ANSWER THE QUESTIONS AS ACCURATELY AND HONESTLY AS YOU CAN.",,,,,,,"[oseltakeop7dyn] = '1'",,,,,,
osel_nausea,opioid_side_effects_and_likeability_v03_side_effec,"2. Please rate any side effects you experienced from your opioids in the past 7 days, on a 0 to 10 scale where 0 being none or not at all, and 10 being extreme.  [integers from 0 -10 allowed]",radio,Nausea,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No nausea --------------------------------------------------------------  10 = Extreme nausea",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_vomit,opioid_side_effects_and_likeability_v03_side_effec,,radio,Vomiting,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No vomiting ----------------------------------------------------------  10 = Extreme vomiting",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_constipation,opioid_side_effects_and_likeability_v03_side_effec,,radio,Constipation,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No constipation --------------------------------------------------  10 = Extreme constipation",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_urination,opioid_side_effects_and_likeability_v03_side_effec,,radio,"Difficulty passing urine","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No difficulty passing urine --------------------------------------------------  10 = Extreme difficulty passing urine",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_concentrate,opioid_side_effects_and_likeability_v03_side_effec,,radio,"Difficulty concentrating","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No difficulty concentrating --------------------------------------------------  10 = Extreme difficulty concentrating",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_drowsiness,opioid_side_effects_and_likeability_v03_side_effec,,radio,Drowsiness,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No drowsiness -----------------------------------------------------------  10 = Extreme drowsiness",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_dizziness,opioid_side_effects_and_likeability_v03_side_effec,,radio,Dizziness,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No dizziness ---------------------------------------------------------------  10 = Extreme dizziness",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_confusion,opioid_side_effects_and_likeability_v03_side_effec,,radio,Confusion,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No confusion ---------------------------------------------------------------  10 = Extreme confusion",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_fatigue,opioid_side_effects_and_likeability_v03_side_effec,,radio,Fatigue,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = Not fatigued at all ---------------------------------------------------------  10 = Extremely fatigued",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_drymouth,opioid_side_effects_and_likeability_v03_side_effec,,radio,"Dry mouth","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No dry mouth ------------------------------------------------------------- 10 = Extreme dry mouth",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_headache,opioid_side_effects_and_likeability_v03_side_effec,,radio,Headache,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = No headache ---------------------------------------------------------------  10 = Extreme headache",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_urgetouse,opioid_side_effects_and_likeability_v03_side_effec,,radio,"3. Over the past 7 days, to what extent have you felt the urge to use opioid pain medication?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 = Not at all ---------------------------------------------------------------  10 = Extreme urge",,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_opeffect,opioid_side_effects_and_likeability_v03_side_effec,,radio,"4. Which statement below best describes the effect of the opioid(s) taken in the past 7 days?   
(Select one answer only).","1, I felt/feel no effect from the drug(s) at all | 2, I think I felt/feel a mild effect, but I'm not sure | 3, I definitely felt/feel an effect, but it is not really strong | 4, I felt/feel a strong effect | 5, I felt/feel a very strong effect",,,,,,"[oseltakeop7dyn] = '1'",,,,,,
osel_likeeffop,opioid_side_effects_and_likeability_v03_side_effec,,slider,"5. Indicate on the line below how much you like or dislike the effects of the opioid(s) taken in the past 7 days. The more you like the effects the further to the right you should place your mark.  The more you dislike the effects the further to the left you should place your mark.  If you neither like nor dislike the effects (e.g., if you notice no effects at all) place your mark at the NEUTRAL point.","DISLIKE A LOT | NEUTRAL | LIKE A LOT",,,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_wantoppast7d,opioid_side_effects_and_likeability_v03_side_effec,,slider,"6. Indicate on the line below how much you would want to take the opioid(s) you took in the past 7 days at a later time, if given the opportunity.","DEFINITELY WOULD NOT | NEUTRAL (DON'T CARE) | DEFINITELY WOULD",,,,,,"[oseltakeop7dyn] = '1'",,LH,,,,
osel_moody,opioid_side_effects_and_likeability_v03_side_effec,"7. Please think about the way you felt after you took prescription opioid(s) in the past 7 days. Please respond ""True"" or ""False"" to each of the following statements that describes how you may have felt at that time.",radio,"A. I was moody","1, True | 0, False",,,,,,"[oseltakeop7dyn] = '1'",,,,mtrx_osel_7,,
osel_itchy,opioid_side_effects_and_likeability_v03_side_effec,,radio,"B. I felt itchy","1, True | 0, False",,,,,,"[oseltakeop7dyn] = '1'",,,,mtrx_osel_7,,
osel_happy,opioid_side_effects_and_likeability_v03_side_effec,,radio,"C. I would be happy all the time if I felt as I felt then.","1, True | 0, False",,,,,,"[oseltakeop7dyn] = '1'",,,,mtrx_osel_7,,
osel_dreamy,opioid_side_effects_and_likeability_v03_side_effec,,radio,"D. I felt more excited than dreamy.","1, True | 0, False",,,,,,"[oseltakeop7dyn] = '1'",,,,mtrx_osel_7,,
osel_memsharper,opioid_side_effects_and_likeability_v03_side_effec,,radio,"E. My memory seemed sharper to me than usual.","1, True | 0, False",,,,,,"[oseltakeop7dyn] = '1'",,,,mtrx_osel_7,,
opcsamountrxscl,opioid_and_pain_control_satisfaction_v02_satisfact,,radio,"a. How would you rate the amount of opioid pain medication you were prescribed when you were discharged from the hospital? Examples of opioid include hydrocodone (Norco, Vicodin), oxycodone (Percocet), tapentadol (Nucynta), morphine, tramadol, codeine.","1, much less than I needed | 2, less than I needed | 3, about right | 4, more than I needed | 5, much more than I needed | 6, not applicable, I was not prescribed opioids after hospital discharge",,,,,,,,,,,,
opcspainctrlsatisscl,opioid_and_pain_control_satisfaction_v02_satisfact,,radio,"b. How would you rate your satisfaction with pain control after your surgery using a 0 to 10 scale, where 0 = extremely dissatisfied and 10 = extremely satisfied?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10","0 - extremely dissatisfied ------------------------------------------------------- 10 - extremely satisfied",,,,,,,LH,,,,
opcspainctrlscl,opioid_and_pain_control_satisfaction_v02_satisfact,,radio,"c. How would you describe your pain control since surgery?","1, Much worse than you expected | 2, Worse than you expected | 3, About what you expected | 4, Better than you expected | 5, Much better than you expected",,,,,,,,,,,,
comm_header1,current_opioid_misuse_v02_comm,,descriptive,"For the next questions, please answer as honestly as possible. There are no right or wrong answers. If you are unsure about how to answer, please give the best answer you can. ",,,,,,,,,,,,,
commothphyscmedpst30dyscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>1. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you had to go to someone other than your prescribing physician to get sufficient pain relief from opioid pain medications? (i.e., another doctor, the Emergency Room, friends, street sources)</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commtakmeddifpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>2. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you taken your opioid pain medications differently from how they are prescribed?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
